item_name,supplier_name,quantity,price_per_unit,total_amount,amount_before_vat,purchase_date,invoice_no,notes,category,sheet_category,discount_pct,pur_id
แม่สี ม่วงสด Hybrid S255,บจก. วีที คัลเลอร์ โปร,2,802.5,1605,,2568-02-24,IV6802144,ราคารวม VAT แล้ว,แม่สี,งานสี,,1888
แม่สี ม่วงสด Hybrid S255,บจก. วีที คัลเลอร์ โปร,1,750,802.5,750.0,2568-06-26,IV6806175,ราคาที่ระบุ ยังไม่รวม VAT7%,แม่สี,งานสี,0.07,1889
แม่สี ม่วงสด Hybrid S255,บจก. วีที คัลเลอร์ โปร,2,750,1605,1500.0,2568-11-03,IV6811023,ราคาที่ระบุ ยังไม่รวม VAT7%,แม่สี,งานสี,0.07,1890
แม่สี ม่วงสด Hybrid S255,บจก. วีที คัลเลอร์ โปร,2,750,1605,1500.0,2568-11-26,IV6811188,,แม่สี,งานสี,0.07,1891
แม่สี แดงเลือดหมูสด Hybrid S256,บจก. วีที คัลเลอร์ โปร,1,750,750,,2567-05-21,IV6705104,ราคาที่ระบุ ยังไม่รวม VAT7%,แม่สี,งานสี,,1892
แม่สี Matrix  M-173,ทรัพย์สินไทย,1,850,850,,2562-07-24,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1893
แม่สี Matrix  M-173,ทรัพย์สินไทย,2,850,1700,,2562-08-26,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1894
แม่สี Matrix  M-173,ทรัพย์สินไทย,2,850,1700,,2563-07-24,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1895
แม่สี Matrix  M-173,ทรัพย์สินไทย,1,850,850,,2565-03-23,IV6503300,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1896
แม่สี Matrix  M-174,ทรัพย์สินไทย,1,850,850,,2562-07-24,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1897
แม่สี Matrix  M-174,ทรัพย์สินไทย,2,850,1700,,2563-04-23,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1898
แม่สี Matrix  M-174,ทรัพย์สินไทย,2,850,1700,,2564-01-22,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1899
แม่สี Matrix  M-174,ทรัพย์สินไทย,1,850,850,,2565-03-23,IV6503300,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1900
แม่สี Matrix  M-174,ทรัพย์สินไทย,2,850,1700,,2565-06-27,IV6506336,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1901
แม่สี Matrix  M-175,ทรัพย์สินไทย,2,850,1700,,2562-09-24,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1902
แม่สี Matrix  M-175,ทรัพย์สินไทย,2,850,1700,,2563-02-20,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1903
แม่สี Matrix  M-175,ทรัพย์สินไทย,1,850,850,,2563-08-07,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1904
แม่สี Matrix  M-175,ทรัพย์สินไทย,2,850,1700,,2563-08-24,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1905
แม่สี Matrix  M-175,ทรัพย์สินไทย,2,850,1700,,2563-10-21,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1906
แม่สี Matrix  M-175,ทรัพย์สินไทย,1,850,850,,2565-01-21,IV6501224,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1907
แม่สี Matrix  M-175,ทรัพย์สินไทย,2,850,1700,,2565-06-27,IV6506336,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1908
แม่สี Matrix  M-176,ทรัพย์สินไทย,2,850,1700,,2563-08-24,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1909
แม่สี Matrix  M-176,ทรัพย์สินไทย,1,850,850,,2562-08-26,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1910
แม่สี Matrix  M-176,ทรัพย์สินไทย,2,850,1700,,2563-02-20,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1911
แม่สี Matrix  M-176,ทรัพย์สินไทย,1,850,850,,2564-11-23,IV6411319,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1912
แม่สี Matrix  M-176,ทรัพย์สินไทย,1,850,850,,2565-05-25,IV6505290,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1913
แม่สี Matrix  M-177,ทรัพย์สินไทย,2,850,1700,,2563-08-24,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1914
แม่สี Matrix  M-177,ทรัพย์สินไทย,1,850,850,,2563-09-23,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1915
แม่สี Matrix  M-177,ทรัพย์สินไทย,1,850,850,,2565-05-25,IV6505290,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1916
แม่สีเหลืองเข้ม Hybrid S177,บจก. วีที คัลเลอร์ โปร,2,750,1605,1500.0,2568-11-03,IV6811023,ราคาที่ระบุ ยังไม่รวม VAT7%,แม่สี,งานสี,0.07,1917
แม่สี Matrix  M-180,ทรัพย์สินไทย,2,850,1700,,2563-02-20,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1918
แม่สี Matrix  M-180,ทรัพย์สินไทย,1,850,850,,2564-10-26,IV6410364,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1919
แม่สี เหลืองโปร่งใส Hybrid S180,บจก. วีที คัลเลอร์ โปร,1,750,750,,2567-02-12,IV6702047,ราคาที่ระบุ ยังไม่รวมVAT7%,แม่สี,งานสี,,1920
แม่สี เหลืองโปร่งใส Hybrid S180,บจก. วีที คัลเลอร์ โปร,2,750,1605,1500.0,2568-11-03,IV6811023,ราคาที่ระบุ ยังไม่รวม VAT7%,แม่สี,งานสี,0.07,1921
แม่สี Matrix  M-181,ทรัพย์สินไทย,2,850,1700,,2561-05-28,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1922
แม่สี Matrix  M-181,ทรัพย์สินไทย,2,850,1700,,2562-07-24,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1923
แม่สี Matrix  M-181,ทรัพย์สินไทย,2,850,1700,,2562-09-27,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1924
แม่สี Matrix  M-181,ทรัพย์สินไทย,2,850,1700,,2563-03-11,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1925
แม่สี Matrix  M-181,ทรัพย์สินไทย,3,850,2550,,2563-07-24,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1926
แม่สี Matrix  M-181,ทรัพย์สินไทย,2,850,1700,,2563-09-23,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1927
แม่สี Matrix  M-181,ทรัพย์สินไทย,2,850,1700,,2564-01-22,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1928
แม่สี Matrix  M-181,ทรัพย์สินไทย,2,850,1700,,2564-04-26,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1929
แม่สี Matrix  M-181,ทรัพย์สินไทย,2,850,1700,,2564-06-18,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1930
แม่สี Matrix  M-181,ทรัพย์สินไทย,2,850,1700,,2564-08-24,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1931
แม่สี Matrix  M-181,ทรัพย์สินไทย,1,850,850,,2564-12-22,IV6412302,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1932
แม่สี Matrix  M-181,ทรัพย์สินไทย,2,850,1700,,2565-02-22,IV6502258,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1933
แม่สี Matrix  M-181,ทรัพย์สินไทย,1,850,850,,2565-05-25,IV6505290,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1934
แม่สี เหลืองทองโปร่งใส SC-181,บจก. วีที คัลเลอร์ โปร,1,750,750,,2565-08-02,IV116-65,ราคาที่ระบุ ยังไม่รวมVAT7%,แม่สี,งานสี,,1935
แม่สี เหลืองทองโปร่งใส SC-181,บจก. วีที คัลเลอร์ โปร,1,750,750,,2565-10-15,IV214-65,ราคาที่ระบุ ยังไม่รวมVAT7%,แม่สี,งานสี,,1936
แม่สี เหลืองทองโปร่งใส SC-181,บจก. วีที คัลเลอร์ โปร,1,750,750,,2565-10-25,IV228-65,ราคาที่ระบุ ยังไม่รวมVAT7%,แม่สี,งานสี,,1937
แม่สี เหลืองทองโปร่งใส SC-181,บจก. วีที คัลเลอร์ โปร,2,750,1500,,2566-03-23,IV178-66,ราคาที่ระบุ ยังไม่รวมVAT7%,แม่สี,งานสี,,1938
แม่สี เหลืองทองโปร่งใส SC-181,บจก. วีที คัลเลอร์ โปร,1,750,750,,2566-06-24,IV352-66,ราคาที่ระบุ ยังไม่รวมVAT7%,แม่สี,งานสี,,1939
แม่สี น้ำตาลโปร่งใส SC-182,บจก. วีที คัลเลอร์ โปร,1,750,750,,2566-03-23,IV178-66,ราคาที่ระบุ ยังไม่รวมVAT7%,แม่สี,งานสี,,1940
แม่สี น้ำตาลโปร่งใส SC-182,บจก. วีที คัลเลอร์ โปร,1,750,750,,2566-06-24,IV352-66,ราคาที่ระบุ ยังไม่รวมVAT7%,แม่สี,งานสี,,1941
แม่สี Matrix  M-182,ทรัพย์สินไทย,1,850,850,,2562-09-27,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1942
แม่สี Matrix  M-182,ทรัพย์สินไทย,1,850,850,,2564-03-29,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1943
แม่สี Matrix  M-182,ทรัพย์สินไทย,2,850,1700,,2564-08-24,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1944
แม่สี Matrix  M-183,ทรัพย์สินไทย,1,850,850,,2563-08-07,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1945
แม่สี Matrix  M-183,ทรัพย์สินไทย,1,850,850,,2565-01-21,IV6501224,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1946
แม่สี Matrix  M-185,ทรัพย์สินไทย,1,850,850,,2562-08-26,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1947
แม่สี Matrix  M-185,ทรัพย์สินไทย,1,850,850,,2562-09-27,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1948
แม่สี Matrix  M-185,ทรัพย์สินไทย,2,850,1700,,2563-02-20,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1949
แม่สี Matrix  M-185,ทรัพย์สินไทย,1,850,850,,2563-08-07,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1950
แม่สี Matrix  M-185,ทรัพย์สินไทย,2,850,1700,,2564-08-24,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1951
แม่สีน้ำเงินอมม่วง Hybrid S185,บจก. วีที คัลเลอร์ โปร,2,750,1500,,2567-02-12,IV6702047,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,,1952
แม่สีน้ำเงินอมม่วง Hybrid S185,บจก. วีที คัลเลอร์ โปร,1,750,750,,2567-08-14,IV6708064,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,,1953
แม่สีน้ำเงินอมม่วง Hybrid S185,บจก. วีที คัลเลอร์ โปร,1,750,750,,2567-12-18,IV6712085,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,,1954
แม่สีน้ำเงินอมม่วง Hybrid S185,บจก. วีที คัลเลอร์ โปร,1,750,802.5,750.0,2568-07-23,IV6807180,ราคาที่ระบุ ยังไม่รวม VAT7%,แม่สี,งานสี,0.07,1955
แม่สี Matrix  M-186,ทรัพย์สินไทย,1,850,850,,2562-10-01,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1956
แม่สี Matrix  M-186,ทรัพย์สินไทย,1,850,850,,2563-08-07,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1957
แม่สี Matrix  M-186,ทรัพย์สินไทย,1,850,850,,2563-09-23,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1958
แม่สี Matrix  M-186,ทรัพย์สินไทย,2,850,850,,2564-01-22,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1959
แม่สี Matrix  M-186,ทรัพย์สินไทย,1,850,850,,2564-11-23,IV6411319,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1960
แม่สี Matrix  M-186,ทรัพย์สินไทย,1,850,850,,2565-05-25,IV6505290,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1961
แม่สี Matrix  M-187,ทรัพย์สินไทย,1,850,850,,2562-09-24,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1962
แม่สี Matrix  M-187,ทรัพย์สินไทย,2,850,1700,,2563-04-23,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1963
แม่สี Matrix  M-187,ทรัพย์สินไทย,2,850,1700,,2564-08-24,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1964
แม่สี Matrix  M-187,ทรัพย์สินไทย,1,850,850,,2565-05-25,IV6505290,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1965
แม่สี Matrix  M-188,ทรัพย์สินไทย,1,850,850,,2562-06-25,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1966
แม่สี Matrix  M-188,ทรัพย์สินไทย,1,850,850,,2562-09-24,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1967
แม่สี Matrix  M-188,ทรัพย์สินไทย,2,850,1700,,2563-07-29,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1968
แม่สี Matrix  M-188,ทรัพย์สินไทย,2,850,1700,,2564-02-23,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1969
แม่สี Matrix  M-188,ทรัพย์สินไทย,1,850,850,,2564-10-26,IV6410364,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1970
แม่สี Matrix  M-188,ทรัพย์สินไทย,1,850,850,,2565-05-25,IV6505290,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1971
แม่สีน้ำเงินฟ้า SC-188,บจก. วีที คัลเลอร์ โปร,2,750,1500,,2565-10-25,IV228-65,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,,1972
แม่สีน้ำเงินฟ้า Hybrid S188,บจก. วีที คัลเลอร์ โปร,1,750,750,,2566-07-27,IV424-66,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,,1973
แม่สีน้ำเงินฟ้า Hybrid S188,บจก. วีที คัลเลอร์ โปร,2,750,1500,,2567-02-12,IV6702047,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,,1974
แม่สีน้ำเงินฟ้า Hybrid S188,บจก. วีที คัลเลอร์ โปร,2,750,1605,1500.0,2568-07-23,IV6807180,,แม่สี,งานสี,0.07,1975
แม่สีน้ำเงินฟ้า Hybrid S188,บจก. วีที คัลเลอร์ โปร,2,750,1605,1500.0,2568-08-23,IV6808151,,แม่สี,งานสี,0.07,1976
แม่สี Matrix  M-189,ทรัพย์สินไทย,1,850,850,,2562-06-25,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1977
แม่สี Matrix  M-189,ทรัพย์สินไทย,2,850,1700,,2563-12-21,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1978
แม่สี Matrix  M-189,ทรัพย์สินไทย,1,850,850,,2564-09-22,IV6409285,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1979
แม่สี Matrix  M-189,ทรัพย์สินไทย,1,850,850,,2565-05-25,IV6505290,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1980
แม่สีเขียวอมน้ำเงิน Hybrid S189,บจก. วีที คัลเลอร์ โปร,1,750,750,,2567-06-24,IV6706130,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,,1981
แม่สีเขียวอมน้ำเงิน Hybrid S189,บจก. วีที คัลเลอร์ โปร,2,750,1605,1500.0,2568-09-12,IV6809088,,แม่สี,งานสี,0.07,1982
แม่สี Matrix  M-190,ทรัพย์สินไทย,3,2950,8850,,2561-05-28,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1983
แม่สี Matrix  M-190,ทรัพย์สินไทย,3,2950,8850,,2562-06-24,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1984
แม่สี Matrix  M-190,ทรัพย์สินไทย,2,2950,5900,,2562-08-26,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1985
แม่สี Matrix  M-190,ทรัพย์สินไทย,2,2950,5900,,2563-03-24,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1986
แม่สี Matrix  M-190,ทรัพย์สินไทย,2,2950,5900,,2563-07-24,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1987
แม่สี Matrix  M-190,ทรัพย์สินไทย,2,2950,5900,,2563-09-23,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1988
แม่สี Matrix  M-190,ทรัพย์สินไทย,2,2950,5900,,2563-12-10,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1989
แม่สี Matrix  M-190,ทรัพย์สินไทย,2,2950,5900,,2563-12-21,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1990
แม่สี Matrix  M-190,ทรัพย์สินไทย,2,2950,5900,,2564-03-24,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1991
แม่สี Matrix  M-190,ทรัพย์สินไทย,2,2950,5900,,2564-07-26,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1992
แม่สี Matrix  M-190,ทรัพย์สินไทย,1,2950,2950,,2564-11-23,IV6411319,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1993
แม่สี Matrix  M-190,ทรัพย์สินไทย,1,2950,2950,,2565-02-22,IV6502258,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1994
แม่สี Matrix  M-190,ทรัพย์สินไทย,1,2950,2950,,2565-03-23,IV6503300,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1995
แม่สี Matrix  M-190,ทรัพย์สินไทย,1,2950,2950,,2565-05-25,IV6505290,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1996
แม่สี Matrix  M-190,ทรัพย์สินไทย,2,2950,5900,,2565-06-27,IV6506336,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,1997
แม่สี บรอนซ์กลาง SC-190,บจก. วีที คัลเลอร์ โปร,1,2450,2450,,2565-08-24,IV148-65,ราคาที่ระบุ ยังไม่รวม VAT7%,แม่สี,งานสี,,1998
แม่สี บรอนซ์กลาง SC-190,บจก. วีที คัลเลอร์ โปร,1,2450,2450,,2565-10-25,IV228-65,ราคาที่ระบุ ยังไม่รวม VAT7%,แม่สี,งานสี,,1999
แม่สี บรอนซ์กลาง SC-190,บจก. วีที คัลเลอร์ โปร,1,2450,2450,,2565-11-25,IV283-65,ราคาที่ระบุ ยังไม่รวม VAT7%,แม่สี,งานสี,,2000
แม่สี บรอนซ์กลาง SC-190,บจก. วีที คัลเลอร์ โปร,1,2450,2450,,2565-12-22,IV328-65,ราคาที่ระบุ ยังไม่รวม VAT7%,แม่สี,งานสี,,2001
แม่สี บรอนซ์กลาง SC-190,บจก. วีที คัลเลอร์ โปร,2,2450,4900,,2566-01-20,IV041-66,ราคาที่ระบุ ยังไม่รวม VAT7%,แม่สี,งานสี,,2002
แม่สี บรอนซ์กลาง SC-190,บจก. วีที คัลเลอร์ โปร,3,2450,7350,,2566-06-24,IV352-66,ราคาที่ระบุ ยังไม่รวม VAT7%,แม่สี,งานสี,,2003
แม่สี บรอนซ์กลาง Hybrid S190,บจก. วีที คัลเลอร์ โปร,1,2450,2450,,2566-10-21,IV684-66,ราคาที่ระบุ ยังไม่รวม VAT7%,แม่สี,งานสี,,2004
แม่สี บรอนซ์กลาง Hybrid S190,บจก. วีที คัลเลอร์ โปร,1,2450,2450,,2566-12-21,IV765-66,ราคาที่ระบุ ยังไม่รวม VAT7%,แม่สี,งานสี,,2005
แม่สี บรอนซ์กลาง Hybrid S190,บจก. วีที คัลเลอร์ โปร,1,2450,2450,,2567-03-08,IV6703040,ราคาที่ระบุ ยังไม่รวม VAT7%,แม่สี,งานสี,,2006
แม่สี บรอนซ์กลาง Hybrid S190,บจก. วีที คัลเลอร์ โปร,1,2450,2450,,2567-05-21,IV6705104,ราคาที่ระบุ ยังไม่รวม VAT7%,แม่สี,งานสี,,2007
แม่สี บรอนซ์กลาง Hybrid S190,บจก. วีที คัลเลอร์ โปร,1,2450,2450,,2567-03-19,IV6703088,ราคาที่ระบุ ยังไม่รวม VAT7%,แม่สี,งานสี,,2008
แม่สี บรอนซ์กลาง Hybrid S190,บจก. วีที คัลเลอร์ โปร,1,2450,2450,,2567-06-21,IV6706124,ราคาที่ระบุ ยังไม่รวม VAT7%,แม่สี,งานสี,,2009
แม่สี บรอนซ์กลาง Hybrid S190,บจก. วีที คัลเลอร์ โปร,1,2450,2450,,2567-07-23,IV6707130,ราคาที่ระบุ ยังไม่รวม VAT7%,แม่สี,งานสี,,2010
แม่สี บรอนซ์กลาง Hybrid S190,บจก. วีที คัลเลอร์ โปร,1,2450,2450,,2567-10-21,IV6710109,ราคาที่ระบุ ยังไม่รวม VAT7%,แม่สี,งานสี,,2011
แม่สี บรอนซ์กลาง Hybrid S190,บจก. วีที คัลเลอร์ โปร,1,2450,2450,,2567-11-19,IV6711134,ราคาที่ระบุ ยังไม่รวม VAT7%,แม่สี,งานสี,,2012
แม่สี บรอนซ์กลาง Hybrid S190,บจก. วีที คัลเลอร์ โปร,1,2621.5,2621.5,,2568-02-24,IV6802144,ราคารวม VAT แล้ว,แม่สี,งานสี,,2013
แม่สี บรอนซ์กลาง Hybrid S190,บจก. วีที คัลเลอร์ โปร,1,2450,2621.5,2450.0,2568-07-21,IV6807158,,แม่สี,งานสี,0.07,2014
แม่สี บรอนซ์กลาง Hybrid S190,บจก. วีที คัลเลอร์ โปร,1,2450,2621.5,2450.0,2568-07-23,IV6807180,,แม่สี,งานสี,0.07,2015
แม่สี บรอนซ์กลาง Hybrid S190,บจก. วีที คัลเลอร์ โปร,2,2450,5243,4900.0,2568-08-23,IV6808151,,แม่สี,งานสี,0.07,2016
แม่สี บรอนซ์กลาง Hybrid S190,บจก. วีที คัลเลอร์ โปร,1,2450,2621.5,2450.0,2568-12-08,IV6812065,,แม่สี,งานสี,0.07,2017
แม่สี Matrix  M-193,ทรัพย์สินไทย,2,2950,5900,,2562-05-15,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,2018
แม่สี Matrix  M-193,ทรัพย์สินไทย,3,2950,8850,,2562-05-24,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,2019
แม่สี Matrix  M-193,ทรัพย์สินไทย,5,2950,14750,,2562-06-24,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,2020
แม่สี Matrix  M-193,ทรัพย์สินไทย,6,2950,17700,,2562-07-24,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,2021
แม่สี Matrix  M-193,ทรัพย์สินไทย,3,2950,8850,,2562-08-26,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,2022
แม่สี Matrix  M-193,ทรัพย์สินไทย,3,2950,8850,,2562-09-10,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,2023
แม่สี Matrix  M-193,ทรัพย์สินไทย,6,2950,17700,,2562-09-24,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,2024
แม่สี Matrix  M-193,ทรัพย์สินไทย,2,2950,5900,,2563-02-20,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,2025
แม่สี Matrix  M-193,ทรัพย์สินไทย,2,2950,5900,,2563-03-24,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,2026
แม่สี Matrix  M-193,ทรัพย์สินไทย,3,2950,8850,,2563-08-24,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,2027
แม่สี Matrix  M-193,ทรัพย์สินไทย,2,2950,5900,,2563-09-23,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,2028
แม่สี Matrix  M-193,ทรัพย์สินไทย,1,2950,2950,,2563-09-28,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,2029
แม่สี Matrix  M-193,ทรัพย์สินไทย,2,2950,5900,,2563-11-25,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,2030
แม่สี Matrix  M-193,ทรัพย์สินไทย,2,2950,5900,,2563-12-21,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,2031
แม่สี Matrix  M-193,ทรัพย์สินไทย,2,2950,5900,,2564-01-27,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,2032
แม่สี Matrix  M-193,ทรัพย์สินไทย,2,2950,5900,,2564-02-23,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,2033
แม่สี Matrix  M-193,ทรัพย์สินไทย,3,2950,8850,,2564-03-24,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,2034
แม่สี Matrix  M-193,ทรัพย์สินไทย,3,2950,8850,,2564-07-26,,ราคาที่ระบุเป็นก่อนหักส่วนลด,แม่สี,งานสี,10.0,2035
